Watch time,Stream time,Peak viewers,Average viewers,Followers Prev Yr,Followers,Followers gained,Partnered,Mature,Mean weekly watch hours,Mean weekly stream hours
336522240,41070,38435,8193,1190569,1334556,143987,1,0,107859.6923,13.16346154
336194895,191685,33588,1753,159392,219148,59756,1,1,107754.774,61.4375
335959620,15975,142233,21030,1074417,1306561,232144,1,0,107679.3654,5.120192308
335221500,64410,25687,5204,56386,485514,429128,1,0,107442.7885,20.64423077
335116530,174480,6193,1920,224296,369600,145304,0,1,107409.1442,55.92307692
334459005,273420,5273,1223,29914,42012,12098,1,0,107198.399,87.63461538
334330620,161505,17185,2070,96668,134606,37938,1,1,107157.25,51.76442308
333182295,515040,1624,647,410984,571049,160065,1,0,106789.1971,165.0769231
331905510,61215,29282,5422,197487,418407,220920,1,0,106379.9712,19.62019231
331459140,36480,35530,9085,9256829,9332986,76157,1,0,106236.9038,11.69230769
330786315,59700,12762,5540,334228,421990,87762,1,0,106021.2548,19.13461538
330582810,81015,19622,4080,285433,316820,31387,1,0,105956.0288,25.96634615
330166065,178530,7421,1849,57684,116105,58421,1,0,105822.4567,57.22115385
328137555,60315,22365,5440,840703,1025736,185033,1,0,105172.2933,19.33173077
327322470,105435,9665,3104,294195,341019,46824,1,0,104911.0481,33.79326923
327176925,172020,12395,1901,149090,197999,48909,1,0,104864.399,55.13461538
326312550,101355,60684,3219,264799,384684,119885,1,0,104587.3558,32.48557692
325841700,79725,45093,4087,1775284,1856435,81151,1,0,104436.4423,25.55288462
325125315,88305,16154,3681,788592,793652,5060,1,0,104206.8317,28.30288462
324743970,56535,19442,5744,218807,273689,54882,1,0,104084.6058,18.12019231
324023430,202680,18136,1598,1043167,1051557,8390,1,1,103853.6635,64.96153846
323486235,35790,65012,9038,212840,271630,58790,1,0,103681.4856,11.47115385
323208645,116250,8073,2780,221415,351155,129740,1,1,103592.5144,37.25961538
321035025,178380,6629,1799,145623,146403,780,1,1,102895.8413,57.17307692
320974425,77445,15288,4144,704942,775787,70845,1,1,102876.4183,24.82211538
320923185,27165,65954,11813,412819,628779,215960,1,0,102859.9952,8.706730769
320705970,31725,45315,10109,1266235,1718281,452046,1,1,102790.375,10.16826923
320294460,58395,16456,5485,322603,419937,97334,1,0,102658.4808,18.71634615
319834065,56085,31766,5702,554725,595949,41224,1,1,102510.9183,17.97596154
319647510,29910,38127,10687,1842479,2045004,202525,1,0,102451.125,9.586538462
318535815,85665,42915,3718,433774,624563,190789,1,0,102094.8125,27.45673077
318452565,150855,8027,2111,157365,180379,23014,1,1,102068.1298,48.35096154
318367365,141945,18241,2242,371959,439356,67397,1,0,102040.8221,45.49519231
318204060,137610,21989,2312,100124,139196,39072,1,0,101988.4808,44.10576923
318134835,185565,14717,1714,437394,563266,125872,1,0,101966.2933,59.47596154
318041955,524700,11846,606,88243,163338,75095,1,0,101936.524,168.1730769
317752680,133185,5488,2385,155711,164037,8326,1,0,101843.8077,42.6875
316753575,91410,76912,3465,298538,483681,185143,1,0,101523.5817,29.29807692
316621590,123435,690360,2564,830297,1864594,1034297,1,0,101481.2788,39.5625
316466475,166845,12840,1896,2606087,2581025,-25062,1,0,101431.5625,53.47596154
315658770,112665,15451,2801,313040,335734,22694,1,0,101172.6827,36.11057692
314485980,177285,20075,1774,141391,266777,125386,1,0,100796.7885,56.82211538
314036415,45255,354755,6939,883137,1017866,134729,1,0,100652.6971,14.50480769
314003790,36465,46723,8611,274897,301635,26738,1,0,100642.2404,11.6875
313666065,520620,3285,602,88976,106459,17483,1,0,100533.9952,166.8653846
313548285,110805,17144,2829,688724,698191,9467,1,0,100496.2452,35.51442308
312159375,140655,34590,2219,846712,960000,113288,1,0,100051.0817,45.08173077
311807820,139920,11221,2228,317585,328865,11280,1,0,99938.40385,44.84615385
311707860,491250,16262,634,2095346,2217299,121953,1,0,99906.36538,157.4519231
310765530,125295,38290,2480,398127,413123,14996,1,0,99604.33654,40.15865385
310204680,52155,17229,5947,152529,188330,35801,1,0,99424.57692,16.71634615
310160235,110730,15642,2801,555143,639523,84380,1,0,99410.33173,35.49038462
309191565,168510,66410,1834,308755,373188,64433,1,1,99099.86058,54.00961538
307678380,317145,3619,970,11806,18437,6631,1,0,98614.86538,101.6490385
307617360,305235,4522,1007,218842,267160,48318,1,1,98595.30769,97.83173077
307522980,160500,15015,1916,96570,217700,121130,1,0,98565.05769,51.44230769
307276545,94320,30437,3257,138160,171721,33561,1,1,98486.07212,30.23076923
306077730,116490,16453,2627,165716,220172,54456,1,0,98101.83654,37.33653846
305716725,82455,15482,3707,411711,428376,16665,1,1,97986.12981,26.42788462
304790055,146355,29211,2082,1407822,1780635,372813,1,0,97689.12019,46.90865385
301249335,159615,17798,1887,636614,736250,99636,1,0,96554.27404,51.15865385
301098600,54120,16654,5563,260187,447095,186908,1,0,96505.96154,17.34615385
298657830,53970,409724,5533,371422,583166,211744,1,1,95723.66346,17.29807692
298560870,524325,13724,569,80821,92883,12062,1,0,95692.58654,168.0528846
297306495,111480,15231,2666,329106,366212,37106,1,0,95290.54327,35.73076923
297070305,189600,15990,1566,231534,238278,6744,1,0,95214.84135,60.76923077
297007335,151455,8157,1961,351890,397941,46051,1,0,95194.65865,48.54326923
296859735,94200,66714,3151,763020,990561,227541,1,0,95147.35096,30.19230769
296163885,179310,8944,1651,347343,413220,65877,1,0,94924.32212,57.47115385
295543290,169635,11210,1742,309431,320987,11556,1,1,94725.41346,54.37019231
295476780,11655,58197,25352,10026,25670,15644,0,0,94704.09615,3.735576923
295069920,101955,21755,2894,303464,333704,30240,1,0,94573.69231,32.67788462
294870630,97140,16471,3035,656693,713045,56352,1,0,94509.81731,31.13461538
293784780,85065,18259,3453,376861,531095,154234,1,1,94161.78846,27.26442308
293403060,166110,13925,1766,221722,238578,16856,1,1,94039.44231,53.24038462
292927005,234825,20684,1247,2058003,2098115,40112,1,0,93886.86058,75.26442308
292227645,56670,19051,5156,635571,753682,118111,1,1,93662.70673,18.16346154
292026960,202440,5298,1442,343082,405497,62415,1,1,93598.38462,64.88461538
291991140,122685,13222,2380,305578,320177,14599,1,0,93586.90385,39.32211538
291295275,76815,33345,3792,662469,1050653,388184,1,0,93363.87019,24.62019231
290959140,82695,16356,3518,637895,658806,20911,1,0,93256.13462,26.50480769
290413170,104445,13193,2780,90632,129661,39029,1,0,93081.14423,33.47596154
289991745,219480,4253,1321,64830,96908,32078,1,0,92946.07212,70.34615385
289369890,53100,20278,5449,419329,502098,82769,0,0,92746.75962,17.01923077
288442080,94800,62536,3042,2410773,2580755,169982,1,0,92449.38462,30.38461538
288371550,68430,80328,4214,1273499,1601674,328175,1,0,92426.77885,21.93269231
288044745,521865,23333,551,234098,315828,81730,1,0,92322.03365,167.2644231
287867850,164475,8428,1750,269487,473780,204293,1,0,92265.33654,52.71634615
287254635,85305,17169,3367,588779,672581,83802,1,0,92068.79327,27.34134615
286118835,3885,144956,73647,7127665,7251801,124136,1,0,91704.75481,1.245192308
285994050,136590,16800,2093,1634100,1659975,25875,1,0,91664.75962,43.77884615
285645090,76065,13801,3755,405933,472134,66201,1,0,91552.91346,24.37980769
285536040,156435,5036,1825,162554,170956,8402,1,0,91517.96154,50.13942308
285347355,105930,26304,2693,1265440,1453266,187826,1,0,91457.48558,33.95192308
285125055,116850,19620,2440,13047,150669,137622,1,0,91386.23558,37.45192308
285036120,174360,6422,1634,1408101,1548385,140284,1,0,91357.73077,55.88461538
284474340,64860,38554,4386,366799,390819,24020,1,0,91177.67308,20.78846154
283539795,70620,24637,4014,234807,337922,103115,1,0,90878.13942,22.63461538
281733240,14085,191848,20002,208143,466632,258489,1,0,90299.11538,4.514423077
281529150,178875,10007,1573,550596,571427,20831,1,0,90233.70192,57.33173077
280352775,117285,27731,2390,382184,430190,48006,1,0,89856.65865,37.59134615
280140675,46320,52747,6047,426529,561598,135069,1,0,89788.67788,14.84615385
280074555,523470,41990,535,376278,392718,16440,1,0,89767.48558,167.7788462
279812880,431685,3373,648,143543,148338,4795,0,0,89683.61538,138.3605769
279728565,99030,10366,2824,173363,207350,33987,1,1,89656.59135,31.74038462
278546595,13440,201960,20725,1372847,1706010,333163,1,0,89277.75481,4.307692308
278043705,139170,13014,1997,119460,180929,61469,1,0,89116.57212,44.60576923
277617690,144930,8646,1915,619710,658594,38884,1,0,88980.02885,46.45192308
276842670,164520,7900,1682,234336,248811,14475,1,1,88731.625,52.73076923
276705495,85215,9726,3247,696199,777484,81285,1,0,88687.65865,27.3125
276351990,95160,14016,2904,169187,182981,13794,1,0,88574.35577,30.5
276132570,70545,13697,3914,1242865,1358599,115734,1,0,88504.02885,22.61057692
275858460,59760,21841,4616,313144,390069,76925,1,1,88416.17308,19.15384615
275716635,525090,5570,525,782436,780177,-2259,1,0,88370.71635,168.2980769
275379015,55155,28679,4992,1154614,1273894,119280,1,0,88262.50481,17.67788462
275253225,55920,46355,4922,715812,1111170,395358,1,0,88222.1875,17.92307692
275177220,41625,31560,6610,268969,418884,149915,1,0,88197.82692,13.34134615
274335960,95355,17190,2876,481953,744153,262200,1,0,87928.19231,30.5625
274095810,108510,7613,2526,52872,229381,176509,0,0,87851.22115,34.77884615
273742425,134715,14433,2031,483997,504790,20793,1,0,87737.95673,43.17788462
273459525,504645,15271,541,229348,249184,19836,1,0,87647.28365,161.7451923
273321870,36060,69000,7579,404958,433340,28382,1,0,87603.16346,11.55769231
273267225,122460,24977,2231,84555,230359,145804,1,0,87585.64904,39.25
273246630,69960,18802,3905,21155,101891,80736,1,0,87579.04808,22.42307692
272314890,216015,3934,1260,136643,136351,-292,1,0,87280.41346,69.23557692
271592670,144525,50253,1879,799544,1060709,261165,1,0,87048.93269,46.32211538
271499505,91725,26160,2959,59543,196975,137432,1,0,87019.07212,29.39903846
271246680,88650,11058,3059,232586,251443,18857,1,1,86938.03846,28.41346154
270378585,138570,6432,1951,353275,368788,15513,1,0,86659.80288,44.41346154
270374430,33735,22113,8014,600487,844384,243897,1,0,86658.47115,10.8125
270274260,101985,8936,2650,262537,276674,14137,1,1,86626.36538,32.6875
270204930,75000,23044,3602,265583,284134,18551,1,0,86604.14423,24.03846154
269394615,56385,30173,4777,327929,333939,6010,1,0,86344.42788,18.07211538
268327770,94290,7519,2845,199577,294395,94818,1,0,86002.49038,30.22115385
268222005,31890,71515,8410,1169813,1402379,232566,1,0,85968.59135,10.22115385
268157250,95115,26022,2819,150716,183376,32660,1,0,85947.83654,30.48557692
267523185,154890,13046,1727,180063,203225,23162,1,0,85744.61058,49.64423077
267413745,339525,34713,787,392814,437055,44241,1,0,85709.53365,108.8221154
267292935,52980,16950,5045,270357,309697,39340,1,0,85670.8125,16.98076923
266882190,63135,11555,4227,783086,816621,33535,1,1,85539.16346,20.23557692
266220885,132495,8083,2009,444331,457778,13447,1,0,85327.20673,42.46634615
265879800,120000,28511,2215,1605661,1645879,40218,1,0,85217.88462,38.46153846
265577445,42285,86632,6280,301281,407714,106433,1,0,85120.97596,13.55288462
265104375,116385,6094,2277,56348,64925,8577,1,0,84969.35096,37.30288462
264037950,148875,11798,1773,177941,217321,39380,1,0,84627.54808,47.71634615
263552640,149055,3637,1768,226494,233362,6868,1,0,84472,47.77403846
263394780,310500,9917,848,577886,617309,39423,1,1,84421.40385,99.51923077
262871505,85245,30487,3083,156914,194897,37983,1,0,84253.6875,27.32211538
262503780,133740,8903,1962,209959,216061,6102,1,0,84135.82692,42.86538462
262272330,144900,4037,1810,164916,171898,6982,1,1,84061.64423,46.44230769
262212045,59205,24136,4428,317808,382589,64781,1,0,84042.32212,18.97596154
261939180,273630,5706,957,52731,129991,77260,1,0,83954.86538,87.70192308
261612120,50160,19746,5215,161694,359571,197877,1,0,83850.03846,16.07692308
260172615,41325,28253,6295,623957,696063,72106,1,0,83388.65865,13.24519231
259928430,104880,8422,2478,176820,267296,90476,1,0,83310.39423,33.61538462
259569765,22170,36579,11707,714515,782919,68404,1,0,83195.4375,7.105769231
259130190,140640,10195,1842,396525,429301,32776,1,0,83054.54808,45.07692308
259105320,139680,6020,1855,1573548,1619878,46330,1,0,83046.57692,44.76923077
258727200,8430,286930,30691,1822591,2040669,218078,1,0,82925.38462,2.701923077
258058020,123405,21913,2091,129893,261387,131494,1,0,82710.90385,39.55288462
257956725,81750,19020,3155,410706,522776,112070,1,0,82678.4375,26.20192308
257661960,70575,23351,3650,337677,526955,189278,1,0,82583.96154,22.62019231
257596125,122685,15974,2099,597204,615506,18302,1,0,82562.86058,39.32211538
257535840,50775,39859,5072,11096,111135,100039,0,0,82543.53846,16.27403846
257492700,147615,5882,1744,31161,47268,16107,1,0,82529.71154,47.3125
257382960,109515,9066,2350,417780,501608,83828,1,0,82494.53846,35.10096154
256930890,197520,10225,1300,263356,283962,20606,1,0,82349.64423,63.30769231
256737105,113520,32916,2261,167430,202923,35493,1,0,82287.53365,36.38461538
256204545,124965,7339,2050,284535,308506,23971,1,1,82116.84135,40.05288462
256124610,97065,13653,2638,583397,794299,210902,1,0,82091.22115,31.11057692
255945255,24165,22818,10591,1125224,1232846,107622,1,0,82033.73558,7.745192308
254338770,488025,2021,521,352902,368622,15720,1,0,81518.83654,156.4182692
254320845,143520,8112,1772,199439,210701,11262,1,1,81513.09135,46
254311965,106470,12659,2388,738635,762311,23676,1,0,81510.24519,34.125
253015800,113130,13115,2236,969165,989758,20593,1,0,81094.80769,36.25961538
252955170,164805,27190,1534,243763,303512,59749,1,0,81075.375,52.82211538
252866730,116760,8857,2165,406007,473571,67564,1,1,81047.02885,37.42307692
252840915,190095,17886,1330,433267,502595,69328,1,0,81038.75481,60.92788462
252792645,138180,4261,1829,285359,379500,94141,1,0,81023.28365,44.28846154
251557005,89070,17777,2824,81558,123740,42182,1,0,80627.24519,28.54807692
251012700,58785,16373,4270,961234,1238424,277190,1,0,80452.78846,18.84134615
250631505,60585,6581,4136,147658,158988,11330,1,1,80330.61058,19.41826923
250564380,133305,6282,1879,682522,696661,14139,1,0,80309.09615,42.72596154
250447665,91695,23019,2731,191582,262122,70540,1,1,80271.6875,29.38942308
250344990,52230,45305,4793,1015067,1142501,127434,1,0,80238.77885,16.74038462
249663015,91800,12864,2719,300657,317261,16604,1,1,80020.19712,29.42307692
249273075,33105,16531,7529,561105,674253,113148,1,0,79895.21635,10.61057692
248795580,103020,7600,2414,457601,473696,16095,1,1,79742.17308,33.01923077
247877910,80955,22382,3061,399908,408300,8392,1,0,79448.04808,25.94711538
247745820,66390,17178,3731,1958278,2002572,44294,1,1,79405.71154,21.27884615
247702995,17550,125195,14114,1064160,1677527,613367,1,0,79391.98558,5.625
247514400,206835,4275,1196,117138,120596,3458,1,1,79331.53846,66.29326923
247360125,159795,9958,1548,737319,747057,9738,1,0,79282.09135,51.21634615
247323930,65595,19859,3770,165955,296831,130876,1,0,79270.49038,21.02403846
246738810,41805,21725,5902,984811,1051942,67131,1,1,79082.95192,13.39903846
246229380,84615,14168,2910,1161592,1166858,5266,1,1,78919.67308,27.12019231
246081960,131595,12470,1869,278097,296008,17911,1,0,78872.42308,42.17788462
245469390,29850,29686,8223,1755369,1779005,23636,1,0,78676.08654,9.567307692
245404050,10920,53819,22472,3328824,3663604,334780,1,0,78655.14423,3.5
245219745,80010,13691,3064,267850,293380,25530,1,1,78596.07212,25.64423077
244792260,58275,17925,4200,283649,555311,271662,1,0,78459.05769,18.67788462
244459590,112005,12357,2182,98863,297690,198827,1,0,78352.43269,35.89903846
244423050,149820,6242,1631,57340,90348,33008,1,0,78340.72115,48.01923077
243671775,10305,91829,23645,1182329,1307720,125391,1,1,78099.92788,3.302884615
243360450,59610,23475,4082,2091925,2212351,120426,1,0,78000.14423,19.10576923
242847105,53985,23337,4498,240219,458207,217988,1,0,77835.61058,17.30288462
242821695,128565,5170,1888,72461,97392,24931,1,0,77827.46635,41.20673077
242720190,81465,10628,2979,42485,67779,25294,1,0,77794.93269,26.11057692
242664345,186300,11519,1302,390238,412029,21791,1,1,77777.03365,59.71153846
242027520,48405,38417,5000,545013,808057,263044,1,0,77572.92308,15.51442308
241555530,185760,11448,1300,476928,556565,79637,1,0,77421.64423,59.53846154
241220220,221415,41829,1089,390635,394771,4136,1,0,77314.17308,70.96634615
240681840,45600,22401,5278,417897,457423,39526,1,0,77141.61538,14.61538462
240647145,176610,30662,1362,1294103,1305099,10996,1,0,77130.49519,56.60576923
240479490,490530,13482,490,13809,310816,297007,1,1,77076.75962,157.2211538
240413235,127560,12901,1884,928559,950848,22289,1,0,77055.52404,40.88461538
239594415,57750,32597,4148,328407,610288,281881,1,0,76793.08173,18.50961538
238974255,110370,13335,2165,1080203,1138676,58473,1,0,76594.3125,35.375
238662795,30570,24833,7807,1384589,1484693,100104,1,0,76494.48558,9.798076923
238177230,110835,19984,2148,48808,120690,71882,1,1,76338.85577,35.52403846
237887205,95940,10704,2479,249768,257459,7691,1,0,76245.89904,30.75
237815685,520035,6800,457,235406,244407,9001,1,0,76222.97596,166.6778846
237780900,98790,8528,2406,823081,890347,67266,1,0,76211.82692,31.66346154
237188685,37890,13797,6259,1162360,1214182,51822,1,0,76022.01442,12.14423077
237057795,18060,53931,13126,558959,716780,157821,0,0,75980.0625,5.788461538
236877795,88950,42766,2663,1101881,1300123,198242,1,0,75922.37019,28.50961538
236628885,24795,53585,9543,132307,426865,294558,1,0,75842.59135,7.947115385
236114745,79170,39070,2982,295430,382390,86960,1,0,75677.80288,25.375
236101035,76395,13415,3090,2874500,3295962,421462,1,0,75673.40865,24.48557692
235811595,525285,962,448,108178,111348,3170,1,0,75580.63942,168.3605769
235474035,167715,8350,1404,97898,115940,18042,1,0,75472.44712,53.75480769
235404525,132510,26787,1776,599330,1334052,734722,1,1,75450.16827,42.47115385
234802455,21915,86085,10714,61832,923808,861976,0,1,75257.19712,7.024038462
234544200,72870,9380,3218,257111,272007,14896,1,0,75174.42308,23.35576923
234431100,160410,19498,1461,121436,190050,68614,1,0,75138.17308,51.41346154
234337575,39015,37733,6006,11286426,11403035,116609,1,0,75108.19712,12.50480769
234271050,189150,14341,1238,665301,692020,26719,1,1,75086.875,60.625
233867550,111510,12033,2097,238901,361935,123034,1,0,74957.54808,35.74038462
233297970,54345,10706,4292,578696,696735,118039,1,0,74774.99038,17.41826923
233267490,74835,26296,3117,601584,820834,219250,1,0,74765.22115,23.98557692
233122965,74955,14720,3110,924462,1167453,242991,1,0,74718.89904,24.02403846
233003655,163380,4283,1426,401803,406396,4593,1,0,74680.65865,52.36538462
232981965,11040,187871,21103,197791,647907,450116,1,0,74673.70673,3.538461538
232954425,129075,20263,1804,27411,131283,103872,1,0,74664.87981,41.37019231
232814535,45975,39899,5064,160465,189023,28558,1,0,74620.04327,14.73557692
232585020,73800,26362,3151,149907,174073,24166,1,0,74546.48077,23.65384615
232384845,109755,14361,2117,378835,484160,105325,1,1,74482.32212,35.17788462
231648270,123870,12949,1870,66703,86800,20097,1,0,74246.24038,39.70192308
231550770,59970,18034,3861,30180,102708,72528,1,0,74214.99038,19.22115385
230372820,435285,16554,529,283603,290152,6549,1,0,73837.44231,139.5144231
229888755,73560,27001,3125,401877,507785,105908,1,1,73682.29327,23.57692308
229503675,178200,14103,1287,138799,170079,31280,1,0,73558.87019,57.11538462
229379520,19155,71396,11974,2243336,2435790,192454,1,0,73519.07692,6.139423077
229302735,176250,2927,1301,149394,163611,14217,1,0,73494.46635,56.49038462
229181970,87690,5921,2613,325866,392687,66821,1,0,73455.75962,28.10576923
229163625,119790,11484,1912,66376,95155,28779,1,1,73449.87981,38.39423077
229133115,87960,13585,2604,1102926,1199755,96829,1,0,73440.10096,28.19230769
228518460,123705,20339,1847,542123,564948,22825,1,0,73243.09615,39.64903846
228398370,131565,8466,1735,77717,115727,38010,1,0,73204.60577,42.16826923
226497525,114045,5120,1986,104547,112650,8103,1,0,72595.36058,36.55288462
226050630,202665,10892,1115,685949,766375,80426,1,0,72452.125,64.95673077
225984510,93450,11524,2418,232469,318892,86423,1,1,72430.93269,29.95192308
225863895,79410,10629,2844,218766,281405,62639,1,1,72392.27404,25.45192308
225615210,103500,8167,2179,89902,114638,24736,1,0,72312.56731,33.17307692
225492585,131295,10713,1717,242997,259101,16104,1,0,72273.26442,42.08173077
225330360,74310,21244,3032,606828,620448,13620,1,1,72221.26923,23.81730769
225278310,150405,6786,1497,184881,220806,35925,1,0,72204.58654,48.20673077
224903730,52590,26872,4276,578690,580484,1794,1,0,72084.52885,16.85576923
224455590,517140,1223,434,461610,569953,108343,1,1,71940.89423,165.75
224390175,143100,3771,1568,90490,103078,12588,1,0,71919.92788,45.86538462
224005605,58350,16785,3839,1703849,2158407,454558,1,0,71796.66827,18.70192308
223916715,139545,12621,1604,185799,207876,22077,1,1,71768.17788,44.72596154
223840380,132465,21316,1689,114003,203837,89834,1,0,71743.71154,42.45673077
223742880,86865,8966,2575,231137,389791,158654,1,0,71712.46154,27.84134615
223389765,95850,23515,2330,87119,130521,43402,1,0,71599.28365,30.72115385
223354935,29175,46383,7655,562834,671841,109007,1,0,71588.12019,9.350961538
223253220,50670,12340,4406,454847,498710,43863,1,0,71555.51923,16.24038462
223172310,74085,16539,3012,226077,533665,307588,0,0,71529.58654,23.74519231
223072770,120465,11428,1851,206151,211826,5675,1,0,71497.68269,38.61057692
222901545,121335,5434,1837,22543,33410,10867,1,0,71442.80288,38.88942308
222750120,69705,11895,3195,248628,380502,131874,1,0,71394.26923,22.34134615
222732750,191400,9841,1163,586439,596507,10068,1,1,71388.70192,61.34615385
222472500,30990,74775,7179,790925,1055993,265068,1,0,71305.28846,9.932692308
222315330,10275,81686,21636,698118,737048,38930,1,0,71254.91346,3.293269231
221718540,102870,11176,2155,146858,180101,33243,1,0,71063.63462,32.97115385
221208105,95970,14769,2305,846692,932946,86254,1,0,70900.03365,30.75961538
221180910,132900,12456,1664,122432,142989,20557,1,0,70891.31731,42.59615385
221031450,126450,12086,1748,217701,231965,14264,1,0,70843.41346,40.52884615
220932810,78150,18638,2826,58758,152882,94124,1,0,70811.79808,25.04807692
220605615,47655,17654,4629,992977,1042927,49950,1,1,70706.92788,15.27403846
220521540,114090,8640,1932,244966,277568,32602,1,0,70679.98077,36.56730769
220476540,92115,17009,2393,565044,611630,46586,1,1,70665.55769,29.52403846
220406115,60570,18250,3638,719837,824683,104846,1,0,70642.98558,19.41346154
220206630,125955,8634,1748,126799,135653,8854,1,0,70579.04808,40.37019231
219753135,151710,16772,1448,109847,124101,14254,1,0,70433.69712,48.625
219738705,90870,18678,2418,64581,173127,108546,1,0,70429.07212,29.125
219669885,132450,8423,1658,176684,192967,16283,1,0,70407.01442,42.45192308
219542775,109845,6855,1998,4662975,4687561,24586,1,0,70366.27404,35.20673077
219371340,89595,5619,2448,819400,840329,20929,1,0,70311.32692,28.71634615
218764770,137685,7448,1588,172915,176478,3563,1,0,70116.91346,44.12980769
218191695,147270,17787,1481,79735,100432,20697,1,0,69933.23558,47.20192308
218098020,68475,13057,3185,1142983,1506331,363348,1,0,69903.21154,21.94711538
217736505,142950,9425,1523,86318,131113,44795,0,0,69787.34135,45.81730769
217560390,88530,16090,2457,491060,548605,57545,1,0,69730.89423,28.375
217329030,93705,8166,2319,135713,155782,20069,1,1,69656.74038,30.03365385
217318665,17460,65047,12446,2432283,2598190,165907,1,1,69653.41827,5.596153846
216519540,106035,8059,2042,73445,111296,37851,1,0,69397.28846,33.98557692
216412815,120030,15575,1802,1007733,1206957,199224,1,0,69363.08173,38.47115385
216293235,41715,16142,5184,134640,180720,46080,1,0,69324.75481,13.37019231
216293220,135615,3895,1594,139391,156595,17204,1,0,69324.75,43.46634615
216216510,82995,7753,2605,238573,271289,32716,1,1,69300.16346,26.60096154
216213480,69630,14588,3105,560344,604249,43905,1,0,69299.19231,22.31730769
216098100,105510,12531,2048,467999,476872,8873,1,0,69262.21154,33.81730769
215828205,128190,4521,1683,64389,141931,77542,1,1,69175.70673,41.08653846
215508390,145605,13558,1480,94991,153227,58236,1,1,69073.20192,46.66826923
215325255,113010,10997,1905,307937,313147,5210,1,1,69014.50481,36.22115385
214465680,76905,28514,2788,166687,588547,421860,1,1,68739,24.64903846
214456770,86190,15672,2488,397350,422480,25130,1,0,68736.14423,27.625
214394265,40050,19902,5353,392011,409333,17322,1,0,68716.11058,12.83653846
214185225,111465,7554,1921,109475,153563,44088,1,0,68649.11058,35.72596154
213974760,96045,14189,2227,800859,836073,35214,1,0,68581.65385,30.78365385
213750270,85605,7942,2497,124550,160397,35847,1,1,68509.70192,27.4375
212888250,9855,69912,21602,1113866,1466313,352447,1,0,68233.41346,3.158653846
212634255,181125,17869,1173,175148,211215,36067,1,0,68152.00481,58.05288462
212539215,113970,9567,1864,213072,230332,17260,1,0,68121.54327,36.52884615
212535675,34410,17765,6176,874433,1004564,130131,1,1,68120.40865,11.02884615
212166405,48030,30984,4417,573402,865161,291759,1,0,68002.05288,15.39423077
212158245,90675,10482,2339,421314,598661,177347,0,0,67999.4375,29.0625
212060955,115605,10817,1834,1592456,1585464,-6992,1,0,67968.25481,37.05288462
212016165,78855,10688,2688,527672,537001,9329,1,0,67953.89904,25.27403846
211923990,111435,6597,1901,295510,302168,6658,1,1,67924.35577,35.71634615
211798800,173745,4559,1218,75272,185123,109851,1,0,67884.23077,55.6875
211709970,42990,28492,4924,1299012,1862673,563661,1,0,67855.75962,13.77884615
211575675,121035,6292,1748,877520,931072,53552,1,1,67812.71635,38.79326923
211507695,143235,6881,1476,338182,349372,11190,1,1,67790.92788,45.90865385
211286265,44640,26423,4733,792328,833723,41395,1,0,67719.95673,14.30769231
210866925,98415,7716,2142,534237,592448,58211,1,1,67585.55288,31.54326923
210568110,30375,45306,6932,204829,231378,26549,1,0,67489.77885,9.735576923
210507795,132720,4010,1585,190793,204027,13234,1,0,67470.44712,42.53846154
210385575,138690,35481,1516,213440,264104,50664,1,1,67431.27404,44.45192308
209525340,68760,8081,3047,97252,336031,238779,1,0,67155.55769,22.03846154
209239710,60705,36188,3446,148515,220414,71899,1,0,67064.00962,19.45673077
209223390,137805,8245,1518,145972,148997,3025,1,0,67058.77885,44.16826923
209141175,159090,24832,1314,344917,360304,15387,1,0,67032.42788,50.99038462
208984095,59340,14888,3521,452097,561166,109069,1,0,66982.08173,19.01923077
208880895,29550,18765,7068,713743,1280532,566789,1,0,66949.00481,9.471153846
208592430,168930,14295,1234,241453,261997,20544,0,0,66856.54808,54.14423077
208467675,63585,14425,3278,2833487,2860900,27413,1,0,66816.5625,20.37980769
208200840,73575,6539,2829,78392,99929,21537,1,0,66731.03846,23.58173077
207785700,333645,27139,622,947033,951993,4960,1,0,66597.98077,106.9375
207675090,129150,8031,1608,617880,647490,29610,1,0,66562.52885,41.39423077
207212610,112035,12287,1849,323099,344080,20981,1,1,66414.29808,35.90865385
206939505,114120,10636,1813,333351,413371,80020,1,0,66326.76442,36.57692308
206929785,67980,9939,3043,122753,130176,7423,1,1,66323.64904,21.78846154
206691720,174195,64504,1186,107480,237052,129572,1,0,66247.34615,55.83173077
206526735,51855,15918,3982,943694,1073152,129458,1,0,66194.46635,16.62019231
206345145,161985,14154,1273,184347,203330,18983,1,0,66136.26442,51.91826923
206211885,151695,20586,1359,1012570,1080339,67769,1,0,66093.55288,48.62019231
206086185,99585,11334,2069,37652,91358,53706,1,0,66053.26442,31.91826923
205914195,69330,33294,2970,17718,106706,88988,1,0,65998.13942,22.22115385
205028700,176880,7740,1159,71049,116784,45735,1,0,65714.32692,56.69230769
204616800,57870,20345,3535,107469,214076,106607,1,0,65582.30769,18.54807692
204590490,159510,29128,1282,1920303,1989766,69463,1,0,65573.875,51.125
204352455,147765,7861,1383,204575,213039,8464,1,0,65497.58173,47.36057692
203898690,91365,9187,2231,37598,83015,45417,1,0,65352.14423,29.28365385
