Channel,Watch time,Stream time,Peak viewers,Average viewers,Followers Prev Yr,Followers,Followers gained,Partnered,Mature,Mean weekly watch hours,Mean weekly stream hours,Followers / 100000,1 / Average viewers,ln(Followers),ln(Average viewers),ln(Mean weekly watch hours),ln(Mean weekly stream hours)
Zizaran,433834260,146460,24874,2962,377081,425755,48674,1,0,139049.4423076923,46.94230769230769,4.25755,0.00033760972316002703,12.961619342437185,7.993619994827744,11.842584848921902,3.8489193518115328
æ­ä¸€éƒŽ (dmf_kyochan),428664675,209880,13669,2042,233513,289864,56351,1,0,137392.52403846153,67.26923076923077,2.89864,0.0004897159647404506,12.577167126446696,7.621684998724611,11.830597247089672,4.2087029369971205
HoneyPuu,427989285,104355,18028,4101,577966,928181,350215,1,0,137176.05288461538,33.44711538461539,9.28181,0.000243842965130456,13.740982035853353,8.31898612539206,11.829020437382432,3.5099655462223236
Tectone,427205520,103650,28912,4121,825322,928670,103348,1,0,136924.84615384616,33.22115384615385,9.2867,0.0002426595486532395,13.741508734022785,8.323851131338817,11.827187486071566,3.503186837060398
Bkinho,427155855,68460,33020,6239,65081,241971,176890,0,0,136908.92788461538,21.942307692307693,2.41971,0.00016028209648982208,12.396573163247327,8.738575192110787,11.827071223793075,3.0884166312806483
AgustinUnaplay8,426779340,82590,21039,5167,186541,272650,86109,1,0,136788.25,26.471153846153847,2.7265,0.00019353590090961874,12.515944200354207,8.550047528287184,11.826189388668809,3.2760556060012345
goncho,425405010,97140,22337,4379,1120881,1326994,206113,1,1,136347.75961538462,31.134615384615383,13.26994,0.00022836263987211693,14.098426791827107,8.384575666801398,11.822963957008449,3.438320235096208
ëŸ¬ë„ˆêµ (runner0608),423927165,129930,19255,3262,258160,273221,15061,1,0,135874.09134615384,41.64423076923077,2.73221,0.00030656039239730225,12.518036270488949,8.09009578318096,11.819483936976338,3.729162842073254
TFBlade,423469935,129675,11467,3265,1217571,1246689,29118,1,0,135727.54326923078,41.5625,12.46689,0.00030627871362940275,14.036001795000645,8.09101504171053,11.818404796997285,3.727198318416073
FolagorLives,423015150,124320,29224,3402,1520842,1602309,81467,1,0,135581.77884615384,39.84615384615385,16.02309,0.00029394473838918284,14.286956271905867,8.132118772955806,11.817330271168498,3.6850258847979465
ZealsAmbitions,421387410,150750,22856,2795,274341,287778,13437,1,0,135060.0673076923,48.31730769230769,2.87778,0.00035778175313059033,12.569944628539975,7.9355873855892,11.813474901482717,3.877789833785904
C_a_k_e,421262925,128325,10464,3282,363093,405025,41932,1,0,135020.16826923078,41.12980769230769,4.05025,0.0003046922608165753,12.911704072578619,8.096208271650037,11.8131794408492,3.716733106624976
IWDominate,420874380,75555,18601,5570,854046,869694,15648,1,0,134895.63461538462,24.216346153846153,8.69694,0.00017953321364452425,13.675896704623392,8.62515033292133,11.812256681519427,3.1870278660443327
Nissaxter,419288835,95730,16047,4380,664796,772214,107418,1,0,134387.44711538462,30.682692307692307,7.72214,0.00022831050228310502,13.557016992666057,8.384804003370492,11.808482303270084,3.4236987271368706
TisiSchubech,418079535,51270,60549,8154,329534,451983,122449,1,0,133999.85096153847,16.432692307692307,4.51983,0.0001226391954868776,13.021399847487602,9.006263883379198,11.805593966705105,2.799272783974218
ybicanoooobov,417675060,99075,23316,4215,644517,668495,23978,1,0,133870.21153846153,31.754807692307693,6.68495,0.00023724792408066428,13.412784196064601,8.346404870435956,11.80462603895694,3.458044137255108
ëª…í›ˆ (mlchoins),417339150,179850,31434,2320,174488,233600,59112,0,0,133762.54807692306,57.64423076923077,2.336,0.0004310344827586207,12.36136552993621,7.749322464660356,11.803821477755232,4.054290168320242
RDjavi,411789705,56385,19015,7303,211350,664396,453046,1,0,131983.8798076923,18.072115384615383,6.64396,0.00013693002875530603,13.406633636233558,8.89604050162011,11.79043507144193,2.89437016386286
GMHikaru,411262335,38595,42047,10655,1567675,1903706,336031,1,0,131814.85096153847,12.370192307692308,19.03706,0.00009385265133740028,14.459313070646019,9.273784544532717,11.789153572711491,2.515289732580426
Dhalucard,410796030,139725,17664,2940,506439,541912,35473,1,1,131665.39423076922,44.78365384615385,5.41912,0.0003401360544217687,13.202858905616091,7.986164860332727,11.788019091098345,3.801843203334371
csgo_mc,410259210,30180,112504,13593,1195089,1222562,27473,1,0,131493.33653846153,9.673076923076923,12.22562,0.00007356727727506805,14.016459214791585,9.517310233335248,11.786711456604731,2.2693464515183117
Robleis,408717240,60075,60540,6803,4779497,5758170,978673,1,0,130999.11538461539,19.254807692307693,57.5817,0.00014699397324709687,15.566130273858755,8.825118970345061,11.782945849371293,2.957760779801142
ZanoXVII,408431310,91065,43030,4485,1642296,1807635,165339,1,0,130907.47115384616,29.1875,18.07635,0.0002229654403567447,14.407529919022668,8.408493774492896,11.782246025546923,3.373740535429116
henyathegenius,408372780,76635,37253,5328,42665,297706,255041,1,0,130888.71153846153,24.5625,2.97706,0.00018768768768768769,12.603861701318738,8.580731212220226,11.782102710887223,3.20122088962948
Ayellol,408255765,183480,13757,2225,348274,430786,82512,1,0,130851.20673076923,58.80769230769231,4.30786,0.00044943820224719103,12.973366726057572,7.707512194600341,11.781816130160852,4.0742726679075805
Zentreya,405573930,101325,20390,4002,401360,476836,75476,1,0,129991.64423076923,32.47596153846154,4.76836,0.0002498750624687656,13.074927895238746,8.294549515143679,11.775225452224054,3.4805001706929812
MYM_ALKAPONE,404155185,118200,13278,3419,1112412,1153199,40787,1,0,129536.91826923077,37.88461538461539,11.53199,0.0002924831822170225,13.958050377593736,8.137103389639302,11.77172120265333,3.634545103150607
xTheSolutionTV,402912600,138810,22035,2902,636018,705557,69539,1,0,129138.65384615384,44.49038461538461,7.05557,0.00034458993797381116,13.466742840774653,7.973155433444133,11.768641942137851,3.795273089765627
iLame,401564895,205470,6726,1954,368035,398812,30777,1,1,128706.69711538461,65.85576923076923,3.98812,0.0005117707267144319,12.89624540688793,7.577633832602728,11.765291428868935,4.187467036056533
CCT_CS,401509770,186330,30002,2154,298529,395835,97306,1,0,128689.02884615384,59.72115384615385,3.95835,0.00046425255338904364,12.888752736740274,7.675081857716334,11.765154143999945,4.08968629341793
HusKerrs,401135640,151770,14304,2643,1105154,1184231,79077,1,0,128569.11538461539,48.64423076923077,11.84231,0.00037835792659856227,13.984604176747645,7.879669914604289,11.764221901636295,3.8845332151505634
Ricoy,401016000,66645,34008,6017,340757,475533,134776,1,1,128530.76923076923,21.360576923076923,4.75533,0.00016619577862722287,13.072191559190385,8.702344075220351,11.763923603920698,3.0615470232345903
Jankos,400834260,83940,14080,4775,1255926,1307698,51772,1,0,128472.51923076923,26.903846153846153,13.07698,0.0002094240837696335,14.083778897490657,8.471149252914831,11.763470302320192,3.2922692560840536
sneakylol,400729560,200010,10048,2003,1763116,1759700,-3416,1,0,128438.96153846153,64.10576923076923,17.597,0.0004992511233150275,14.380653897939853,7.602401335665818,11.76320906298283,4.160534363476687
è¥¿å—69 (kr1stw),400043985,121035,9841,3305,58325,69164,10839,1,1,128219.22596153847,38.79326923076923,0.69164,0.000302571860816944,11.14423577502468,8.103191752285786,11.761496780723295,3.6582467581471887
Michel,398733300,470925,57475,846,598915,644449,45534,1,0,127799.13461538461,150.9375,6.44449,0.001182033096926714,13.37615096712096,6.740519359606223,11.75821504950503,5.016865843846892
BadBoyHalo,398618265,97965,42292,4068,2408455,2673988,265533,1,0,127762.26442307692,31.39903846153846,26.73988,0.0002458210422812193,14.799081548975018,8.31090675716845,11.757926506769685,3.446777270201339
Tikyjr,397997565,115305,20106,3451,81908,164960,83052,1,0,127563.32211538461,36.95673076923077,1.6496,0.0002897710808461316,12.013458299250788,8.146419323098003,11.756368164336015,3.609747789647814
skywhywalker,397867065,70605,30445,5635,324770,761055,436285,1,0,127521.49519230769,22.629807692307693,7.61055,0.0001774622892635315,13.542460907556805,8.636752426473876,11.756040219114555,3.1192679616998245
Staiy,397820610,94560,12264,4207,317055,337946,20891,1,0,127506.60576923077,30.307692307692307,3.37946,0.0002376990729736154,12.730641398388029,8.344505083590521,11.75592345219328,3.411401551836397
easportsfc,397704915,13695,290841,29040,2895364,3488452,593088,1,0,127469.52403846153,4.389423076923077,34.88452,0.00003443526170798898,15.06496864277128,10.276429468938732,11.755632587859754,1.4791978008936504
ovotz,397535220,185145,40518,2147,505701,824833,319132,1,0,127415.13461538461,59.34134615384615,8.24833,0.0004657661853749418,13.622936220583842,7.671826797878781,11.755205811103634,4.083306300042611
HoneyMad,395460000,44445,23634,8897,740985,736098,-4887,1,1,126750,14.245192307692308,7.36098,0.00011239743733842868,13.509118541020962,9.093469420244768,11.74997192145343,2.6564194678722473
LLA,395363760,36210,81405,10918,605763,671399,65636,1,0,126719.15384615384,11.60576923076923,6.71399,0.00009159186664224217,13.417118874101881,9.298168082341704,11.749728529675531,2.4515023219561587
SkipNhO,395323605,123270,14801,3207,1248745,1283193,34448,1,0,126706.28365384616,39.50961538461539,12.83193,0.0003118178983473651,14.064862060967288,8.073091199693154,11.749626959821725,3.6765440697420373
Subroza,394971285,120630,26866,3274,897609,990836,93227,1,0,126593.36057692308,38.66346153846154,9.90836,0.00030543677458766036,13.806304310212601,8.09376775793108,11.74873534321684,3.6548950077559015
Mongraal,393339165,20385,152938,19295,5818747,6716787,898040,1,0,126070.24519230769,6.533653846153846,67.16787,0.000051826898160145116,15.720120473161128,9.867601273971719,11.744594532113625,1.8769663344498257
REVENANT,393126735,135135,13949,2909,427287,464281,36994,1,0,126002.15865384616,43.3125,4.64281,0.00034376074252320387,13.048245251352903,7.975564658495202,11.744054317960243,3.768441276950122
melharucos,391939125,132285,9490,2962,409318,424389,15071,1,1,125621.51442307692,42.39903846153846,4.24389,0.00033760972316002703,12.958405766441672,7.993619994827744,11.741028811524599,3.7471256841868628
RevedTV,390969690,54300,38423,7200,920236,1056275,136039,1,0,125310.79807692308,17.403846153846153,10.56275,0.0001388888888888889,13.870259126012476,8.881836305004146,11.73855231495976,2.8566912251184986
Insym,388974930,96555,14329,4028,430863,550882,120019,1,0,124671.45192307692,30.947115384615383,5.50882,0.00024826216484607745,13.219275909120508,8.301025253838453,11.733437171401604,3.4322797923512978
casinosakultah,388881105,107910,22528,3603,44580,241197,196617,0,0,124641.37980769231,34.58653846153846,2.41197,0.0002775464890369137,12.393369305946871,8.189522110748094,11.73319593138743,3.543464544554251
RybsonLoL_,388853415,192345,42224,2021,255234,315319,60085,1,0,124632.50480769231,61.64903846153846,3.15319,0.0004948045522018803,12.661340103787362,7.611347717403621,11.733124724569937,4.121457632757798
ã‚‰ã„ã˜ã‚“ (alfrea),388456725,153120,15552,2536,107838,159958,52120,1,0,124505.36057692308,49.07692307692308,1.59958,0.0003943217665615142,11.982666559756808,7.8383433155571165,11.732104050802736,3.893388925883253
Tonton,388203675,125985,9438,3081,444011,474154,30143,1,0,124424.25480769231,40.37980769230769,4.74154,0.0003245699448231094,13.069287442425187,8.033009498596668,11.731452414620552,3.698329850424309
Carola,388082325,96360,37601,4027,1401991,1718984,316993,1,0,124385.36057692308,30.884615384615383,17.18984,0.00024832381425378696,14.357243976584613,8.300776960851454,11.731139772112538,3.4302581759252795
GingiTV,387254835,115365,25263,3356,307304,341695,34391,1,1,124120.13942307692,36.97596153846154,3.41695,0.0002979737783075089,12.741673805277564,8.118505067587098,11.729005241854281,3.6102680133557357
SidneyEweka,387128160,88515,23641,4373,788737,964747,176010,1,0,124079.53846153847,28.370192307692307,9.64747,0.000228675966155957,13.77962116978114,8.38320455141292,11.728678078158932,3.3453390273558505
CoconutB,386803230,104865,36282,3688,406109,479815,73706,1,1,123975.39423076923,33.61057692307692,4.79815,0.00027114967462039046,13.081155891925315,8.212839584676484,11.727838391273789,3.514840806810667
Joueur_du_Grenier,385701675,41790,23373,9229,869871,959884,90013,1,0,123622.33173076923,13.39423076923077,9.59884,0.00010835410120273052,13.774567722809751,9.130105979265577,11.724986485118933,2.5948240746384332
NiklasWilson,385450710,91995,26197,4189,648115,848915,200800,1,0,123541.89423076923,29.485576923076923,8.48915,0.00023872045834328001,13.651714342495735,8.340217320947035,11.724335602067175,3.383901225924666
dogdog,384973380,93810,8912,4103,633558,641134,7576,1,0,123388.90384615384,30.067307692307693,6.41134,0.00024372410431391665,13.370993762417177,8.319473692442186,11.72309646620091,3.4034384583164687
shadowkekw,383809890,41670,25704,9210,370143,460896,90753,1,0,123015.99038461539,13.35576923076923,4.60896,0.00010857763300760044,13.040927699998777,9.128045129249353,11.720069629031835,2.591948443612971
lol_nemesis,383629140,131865,13742,2909,619445,695857,76412,1,0,122958.05769230769,42.26442307692308,6.95857,0.00034376074252320387,13.452899458436692,7.975564658495202,11.719598581831272,3.7439456701498606
Broxah,382508670,95040,9797,4024,426012,509141,83129,1,0,122598.93269230769,30.46153846153846,5.09141,0.00024850894632206757,13.14048027092389,8.300031711779575,11.716673596837119,3.416464853792944
IJenz,381798870,520395,4416,733,779282,995187,215905,1,0,122371.43269230769,166.79326923076923,9.95187,0.001364256480218281,13.81068593818077,6.597145701886651,11.714816228783267,5.116755136776951
BlackUFA,381596115,102885,10267,3708,342936,379564,36628,1,0,122306.44711538461,32.97596153846154,3.79564,0.00026968716289104636,12.84677850455045,8.218247926685745,11.714285035865442,3.4957788577980033
í¬ì…” (portialyn),381219465,211770,34904,1800,106502,156256,49754,1,0,122185.72596153847,67.875,1.56256,0.0005555555555555556,11.959250966861386,7.495541943884256,11.71329751007157,4.2176677782541
Altair,381134970,133455,9185,2855,93524,107008,13484,1,0,122158.64423076923,42.77403846153846,1.07008,0.0003502626970227671,11.58065887700432,7.956827122090111,11.713075841523537,3.7559313405434493
ì¹¨ì°©ë§¨ (zilioner),380627910,66945,66641,5685,725793,790284,64491,0,0,121996.125,21.45673076923077,7.90284,0.00017590149516270889,13.580147653511723,8.645586406184636,11.711744560915879,3.066038384927952
WELOVEGAMES,379977000,142425,15273,2668,455143,485059,29916,1,0,121787.5,45.64903846153846,4.85059,0.0003748125937031484,13.092025812005458,7.889084407035514,11.710033001733597,3.8209825435450684
èŠ±è¼ªåŒå­¸ (gearbaby1010),379301595,118125,9853,3210,267287,287510,20223,1,0,121571.02403846153,37.86057692307692,2.8751,0.00031152647975077883,12.569012921223337,8.07402621612406,11.708253930961442,3.6339103839925158
Grendy,378749070,88095,12743,4299,149026,183331,34305,1,0,121393.93269230769,28.235576923076923,1.83331,0.00023261223540358222,12.119048541186825,8.366137716496281,11.706796178535766,3.3405827758212014
jessirocks,377869980,95100,33851,3973,151154,220010,68856,1,0,121112.17307692308,30.48076923076923,2.2001,0.0002516989680342311,12.301428278846927,8.287276755814599,11.704472445355716,3.4170959677299537
ale_apoka,375957765,516165,20975,728,278477,332851,54374,1,1,120499.28365384616,165.4375,3.32851,0.0013736263736263737,12.715450221380653,6.590301048196686,11.699399087113816,5.10859347998732
Levo,374613735,135030,46921,2774,778564,852975,74411,1,1,120068.50480769231,43.27884615384615,8.52975,0.0003604902667627974,13.656485517720755,7.928045600874777,11.69581773227539,3.76766397415156
ElmiilloR,374136480,99405,13339,3763,795989,848569,52580,1,0,119915.53846153847,31.860576923076923,8.48569,0.00026574541589157585,13.651306680326558,8.232971790593437,11.694542927794343,3.461369412386909
dasMEHDI,373228125,117030,12332,3189,401694,448879,47185,1,1,119624.39903846153,37.50961538461539,4.48879,0.00031357792411414236,13.014508642655485,8.067462667010057,11.692112105030716,3.6245973103652838
IzakOOO,372068580,90045,115239,4132,1846773,1926437,79664,1,0,119252.75,28.860576923076923,19.26437,0.0002420135527589545,14.471182740722822,8.326516830239528,11.689000469281337,3.362476543550525
SypherPK,371384625,94035,56270,3949,6327781,6820649,492868,1,0,119033.53365384616,30.139423076923077,68.20649,0.0002532286654849329,15.735465186582418,8.28121766128665,11.687160527807269,3.4058340515726506
ì´ì¶˜í–¥ (leechunhyang),371155545,157245,14342,2360,252613,286384,33771,1,0,118960.11057692308,50.39903846153846,2.86384,0.000423728813559322,12.565088846586281,7.7664168980196555,11.686543510663892,3.9199720967512546
AuzioMF,371069535,116325,19399,3190,133693,347045,213352,1,0,118932.54326923077,37.28365384615385,3.47045,0.00031347962382445143,12.757209733518001,8.06777619577889,11.686311748082156,3.6185549959093213
PietSmiet,369556995,69165,36480,5343,765227,787858,22631,1,1,118447.75480769231,22.16826923076923,7.87858,0.00018716077110237696,13.577073149555812,8.583542571957771,11.682227254638967,3.0986619525053873
ë¦´ì¹´ (llilka),368544015,95940,26377,3841,289532,346868,57336,1,0,118123.08173076923,30.75,3.46868,0.0002603488674824265,12.756699583099033,8.253488028345904,11.679482425347945,3.4258899942525267
vickypalami,368470875,105750,25525,3484,402979,800225,397246,1,0,118099.63942307692,33.89423076923077,8.00225,0.0002870264064293915,13.592648217106698,8.155936337972394,11.679283949031571,3.523244816104996
ì˜¤í‚¹ (obm1025),367072140,107520,20885,3414,818231,901036,82805,1,1,117651.32692307692,34.46153846153846,9.01036,0.00029291154071470416,13.711300491397154,8.135639903354386,11.675480672656096,3.539843874953448
RRaenee,367017900,41520,25728,8839,750154,1221814,471660,1,1,117633.94230769231,13.307692307692308,12.21814,0.00011313497001923294,14.015847197636003,9.086929027060949,11.675332897867873,2.588342237036242
ã‚ã‚Šã•ã‹ (cr_arisakaaa),366038655,60585,15919,6041,246744,406174,159430,1,0,117320.08173076923,19.41826923076923,4.06174,0.00016553550736633007,12.914536918201938,8.706324840138741,11.672661219739366,2.966214335862095
Skermz,365242680,89115,9890,4098,129270,197630,68360,1,1,117064.96153846153,28.5625,1.9763,0.0002440214738897023,12.19415187463448,8.318254328798846,11.670484286522969,3.3520946686544235
kyo1984123,364022160,215505,5634,1689,169310,168006,-1304,1,1,116673.76923076923,69.07211538461539,1.68006,0.0005920663114268798,12.03175497203337,7.4318919168078,11.667137022065308,4.235151109309401
Mathil1,363237030,144855,11252,2507,356228,369809,13581,1,0,116422.125,46.42788461538461,3.69809,0.00039888312724371757,12.820741935118729,7.826842098158293,11.664977873536657,3.8379002402655997
Castro_1021,362230530,32730,63129,11067,3657122,3725373,68251,1,0,116099.52884615384,10.490384615384615,37.25373,0.00009035872413481521,15.130677539010888,9.311722986264785,11.662203109505086,2.350459086691698
Sologesang,361252755,186930,5583,1932,142962,170043,27081,1,0,115786.13942307692,59.91346153846154,1.70043,0.0005175983436853002,12.043806625224644,7.566311014772463,11.659500142855887,4.0929012134028495
aXtLOL,361059090,152535,6787,2367,882372,891054,8682,1,0,115724.06730769231,48.88942307692308,8.91054,0.0004224757076468103,13.700160310677079,7.769378609513984,11.658963906309355,3.8895610760898194
WorldofTanks,360913635,43890,71042,8223,356311,453673,97362,1,0,115677.44711538461,14.067307692307692,4.53673,0.00012161011796181443,13.025131953191341,9.014690384970896,11.65856096864445,2.6438535018787515
KSPKSP,360337410,119010,9037,3027,110764,149697,38933,1,1,115492.75961538461,38.14423076923077,1.49697,0.0003303600925008259,11.916368530126753,8.01532730902172,11.656963119666367,3.6413745213729576
Enviosity,360095625,103200,19774,3489,729093,798784,69691,1,0,115415.26442307692,33.07692307692308,7.98784,0.00028661507595299513,13.590845850278125,8.157370441186774,11.656291898338827,3.4988358512260715
Shylily,359892045,72090,20964,4992,1039729,1323287,283558,1,1,115350.01442307692,23.10576923076923,13.23287,0.00020032051282051281,14.09562935078785,8.515591910049263,11.655726388639403,3.1400823365950963
ìŒë²  (pacific8815),359679225,102435,24754,3511,228192,239695,11503,1,0,115281.80288461539,32.83173076923077,2.39695,0.0002848191398461977,12.387122560797323,8.163656176168432,11.655134869730636,3.4913954492597714
ãã¡ã¤ã¼ (gutitubo),358034895,78195,20675,4578,162940,252466,89526,1,0,114754.77403846153,25.0625,2.52466,0.00021843599825251202,12.439031865165614,8.429017500512511,11.650552730878392,3.2213727050667877
å…­å¸Œå¤« (qttsix),357884895,188250,15590,1901,178970,210539,31569,1,0,114706.69711538461,60.33653846153846,2.10539,0.0005260389268805891,12.257426188102766,7.550135342488429,11.650133689515686,4.099937864858612
MrSavage,357296295,47745,56541,7483,3217445,3874875,657430,1,0,114518.04326923077,15.302884615384615,38.74875,0.00013363624214887077,15.170023962184766,8.920389060080359,11.6484876726989,2.728041347580775
willneff,355937400,80910,45771,4399,415777,482368,66591,1,1,114082.5,25.932692307692307,4.82368,0.00022732439190725165,13.086462587203142,8.389132521348719,11.644677149854008,3.2555044239983575
Shisheyu_Mayamoto,355261935,107760,10894,3296,109944,129299,19355,1,0,113866.00480769231,34.53846153846154,1.29299,0.00030339805825242716,11.769882830777993,8.100464891029363,11.642777639632735,3.542073530280718
ELoTRiX,355177785,67545,19010,5258,1506945,1617853,110908,1,1,113839.03365384616,21.64903846153846,16.17853,0.0001901863826550019,14.296610519568379,8.567506005289827,11.642540744093184,3.0749610406002534
ë§ˆì™•ë£¨ì•¼_ (maoruya),354479670,170685,18743,2076,113632,148300,34668,1,0,113615.27884615384,54.70673076923077,1.483,0.0004816955684007707,11.906992528126024,7.638198244285779,11.64057327311045,4.001986750655691
ê¹€ëšœë _ (kimdduddi),353874600,66885,72818,5290,201214,253957,52743,1,0,113421.34615384616,21.4375,2.53957,0.0001890359168241966,12.444920240330696,8.573573524852344,11.638864890249536,3.0651417249261588
è²å…‹ (slrabbit99),351748050,506205,2369,694,109563,110015,452,1,0,112739.75961538461,162.24519230769232,1.10015,0.001440922190201729,11.608371999114242,6.542471960506805,11.632837429429857,5.089108723759618
dota2mc_ua,350488635,197835,26186,1771,48553,92699,44146,1,0,112336.10096153847,63.40865384615385,0.92699,0.000564652738565782,11.437112964009245,7.479299637782834,11.629250558002695,4.149600348124567
jbzzed,350418375,55035,25509,6367,508816,731875,223059,1,0,112313.58173076923,17.639423076923077,7.31875,0.00015705983979896342,13.503365013334118,8.758883680017025,11.629050074916544,2.870136344653964
restiafps,349963290,115200,38667,3038,194113,244791,50678,1,0,112167.72115384616,36.92307692307692,2.44791,0.0003291639236339697,12.408160064238587,8.018954683155718,11.627750540429028,3.6088367464404
RamiBoysLive,349019535,215175,7370,1622,100933,108374,7441,1,0,111865.23557692308,68.96634615384616,1.08374,0.0006165228113440197,11.593343486819972,7.3914152346753585,11.62505017200871,4.233618648714147
Amar,348552420,95505,108995,3649,1540921,1674126,133205,1,0,111715.51923076923,30.610576923076923,16.74126,0.0002740476842970677,14.330801796016207,8.202208436436448,11.62371091211883,3.4213456003157074
coscu,347865990,90780,124035,3831,3693967,3867295,173328,1,1,111495.50961538461,29.096153846153847,38.67295,0.00026102845210127906,15.16806585420679,8.25088114470065,11.62173959656359,3.3706059952069287
VALORANT_EMEA,346747785,52800,102377,6567,239562,464928,225366,1,0,111137.11057692308,16.923076923076923,4.64928,0.00015227653418608191,13.049637833871065,8.789812386190972,11.618519948447757,2.828678188890825
Beast1k,346215300,147870,8921,2341,58213,106990,48777,1,1,110966.44230769231,47.39423076923077,1.0699,0.00042716787697565144,11.580490651132653,7.75833346749091,11.616983113033777,3.858500507564005
Agustabell212,344531805,121755,29470,2829,165462,237152,71690,1,0,110426.86057692308,39.02403846153846,2.37152,0.0003534817956875221,12.376456564751086,7.947678571301568,11.612108685559123,3.6641778270598575
Guzu,343716375,113775,12005,3021,96628,166017,69389,1,0,110165.50480769231,36.46634615384615,1.66017,0.00033101621979476995,12.019845471733726,8.013343181386672,11.6097391031752,3.5963898120813145
NeVeR_LosEs,343644645,85035,12848,4041,266666,284184,17518,1,0,110142.51442307692,27.254807692307693,2.84184,0.00024746349913387774,12.557377194678903,8.304247465078474,11.609530391891976,3.305229934622986
Steelmage,343521315,134400,9402,2555,138625,160427,21802,1,0,110102.98557692308,43.07692307692308,1.60427,0.0003913894324853229,11.985594289425842,7.845807502637805,11.609171439299725,3.7629874262676584
DVM_Medja,343180455,128985,34869,2660,235381,341028,105647,1,1,109993.73557692308,41.34134615384615,3.41028,0.00037593984962406017,12.739719864331644,7.886081401775745,11.608178693852182,3.7218631167095784
AQUINO,342635460,78705,15327,4353,659512,911324,251812,1,0,109819.05769230769,25.22596153846154,9.11324,0.00022972662531587412,13.722653766140944,8.378620541552298,11.606589360321708,3.227873683985394
alexelcapo,340875420,71925,53526,4739,1026736,1067215,40479,1,0,109254.94230769231,23.052884615384617,10.67215,0.00021101498206372652,13.880563009516983,8.463581421967588,11.601439350448953,3.1377909076162207
btssmash,340296150,451140,77642,754,388631,424418,35787,1,0,109069.27884615384,144.59615384615384,4.24418,0.001326259946949602,12.958474097640662,6.625392368007956,11.599738545056738,4.9739447107966
CYR,339966915,96120,40023,3537,591414,625896,34482,1,1,108963.75480769231,30.807692307692307,6.25896,0.0002827254735651682,13.34693950209512,8.17103418920548,11.598770581212612,3.427764409046877
PrimeVideo,339671040,6330,153559,53660,556646,687961,131315,1,0,108868.92307692308,2.0288461538461537,6.87961,0.000018635855385762205,13.441487429262255,10.890423123979614,11.597899897000483,0.7074672343346938
dafran,339467070,78840,15954,4305,817814,888453,70639,1,0,108803.54807692308,25.26923076923077,8.88453,0.00023228803716608595,13.697237027034749,8.367532416861831,11.597299223873383,3.2295874804631284
vysotzky,339360255,53280,23564,6369,337802,379062,41260,1,0,108769.3125,17.076923076923077,3.79062,0.0001570105197048202,12.845455059075944,8.759197750371365,11.596984519391263,2.8377280244107426
The_Happy_Hob,337914630,102300,26082,3303,307498,334492,26994,1,1,108305.97115384616,32.78846153846154,3.34492,0.0003027550711474417,12.720368241971446,8.10258642539079,11.592715566777093,3.49007667113619
Giantwaffle,337757535,159315,7130,2120,856952,855977,-975,1,0,108255.62019230769,51.0625,8.55977,0.0004716981132075472,13.659998785604019,7.659171367666058,11.592250563152648,3.9330503726202215
CrystalMolly,337509615,90630,15593,3724,185449,672819,487370,1,0,108176.15865384616,29.048076923076923,6.72819,0.0002685284640171858,13.419231627432378,8.222553638396958,11.591516275956419,3.3689522822452993
csgomc_ua,337464345,122025,51689,2765,66357,160571,94214,1,0,108161.64903846153,39.11057692307692,1.60571,0.0003616636528028933,11.986491491337752,7.9247959139564355,11.591382137448118,3.66639293995182
midbeast,336703410,113775,11324,2959,765858,833220,67362,1,0,107917.75961538461,36.46634615384615,8.3322,0.0003379520108144643,13.633052991921481,7.99260665240021,11.589124730986617,3.5963898120813145
Carreraaa,336581865,31620,158444,10644,3063006,4460643,1397637,1,0,107878.80288461539,10.134615384615385,44.60643,0.00009394964299135663,15.31080348400828,9.27275163209758,11.588763680460687,2.315956829959935
CriticalRole,336522240,41070,38435,8193,1190569,1334556,143987,1,0,107859.69230769231,13.163461538461538,13.34556,0.00012205541315757354,14.10410921022841,9.011035410141815,11.588586516186355,2.577444926147076
Trey24k,336194895,191685,33588,1753,159392,219148,59756,1,1,107754.77403846153,61.4375,2.19148,0.0005704506560182544,12.29750257963602,7.469083884921234,11.587613313605937,4.118020397907386
WestCOL,335959620,15975,142233,21030,1074417,1306561,232144,1,0,107679.36538461539,5.1201923076923075,13.06561,0.0000475511174512601,14.082909052481657,9.953705268696746,11.586913251330499,1.6331919984422074
vedal987,335221500,64410,25687,5204,56386,485514,429128,1,0,107442.78846153847,20.64423076923077,4.85514,0.0001921598770176787,13.092963402549048,8.557182839632397,11.584713784523196,3.0274358987374086
LUZU_TV,335116530,174480,6193,1920,224296,369600,145304,0,1,107409.14423076923,55.92307692307692,3.696,0.0005208333333333333,12.820176618749667,7.560080465021827,11.584400599246036,4.023977120071983
ê¼´ëž‘ì´ìž„ (rhffkddl96),334459005,273420,5273,1223,29914,42012,12098,1,0,107198.39903846153,87.63461538461539,0.42012,0.0008176614881439084,10.645710570742667,7.109062135687172,11.58243659316461,4.473176072682455
Takuu_,334330620,161505,17185,2070,96668,134606,37938,1,1,107157.25,51.76442307692308,1.34606,0.0004830917874396135,11.810107271722291,7.635303886259415,11.582052660768598,3.946703100114399
